=== START Bayesian-like search (NO repeats) ===
Grid size: 861 total combos
Initial random evals: 20, Max evals: 100, kappa=1.0
Completed computation for 878 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:300 
Completed computation for 879 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:1000 
Completed computation for 880 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:500 
Completed computation for 881 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:1000 
Completed computation for 882 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:700 
Completed computation for 883 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:800 
Completed computation for 884 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:100 
Completed computation for 885 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:600 
Completed computation for 886 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:900 
Completed computation for 887 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:700 
Completed computation for 888 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:700 
Completed computation for 889 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:400 
Completed computation for 890 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:500 
Completed computation for 891 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:800 
Completed computation for 892 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:700 
Completed computation for 893 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:400 
Completed computation for 894 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:800 
Completed computation for 895 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:600 
Completed computation for 896 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:400 
Completed computation for 897 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:300 
Completed computation for 898 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:900 
Completed computation for 899 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:1000 
Completed computation for 900 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:500 
Completed computation for 901 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:200 
Completed computation for 902 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:600 
Completed computation for 903 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:100 
Completed computation for 904 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:900 
Completed computation for 905 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:100 
Completed computation for 906 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:600 
Completed computation for 907 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:800 
Completed computation for 908 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:100 
Completed computation for 909 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:400 
Completed computation for 910 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:500 
Completed computation for 911 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:100 
Completed computation for 912 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:500 
Completed computation for 913 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:700 
Completed computation for 914 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:700 
Completed computation for 915 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:300 
Completed computation for 916 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:500 
Completed computation for 917 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:400 
Completed computation for 918 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:800 
Completed computation for 919 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:500 
Completed computation for 920 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:500 
Completed computation for 921 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:900 
Completed computation for 922 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:200 
Completed computation for 923 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:800 
Completed computation for 924 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:600 
Completed computation for 925 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:400 
Completed computation for 926 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:200 
Completed computation for 927 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:500 
Completed computation for 928 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:100 
Completed computation for 929 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:300 
Completed computation for 930 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:1000 
Completed computation for 931 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:600 
Completed computation for 932 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:500 
Completed computation for 933 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:300 
Completed computation for 934 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:300 
Completed computation for 935 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:500 
Completed computation for 936 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:100 
Completed computation for 937 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:200 
Completed computation for 938 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:100 
Completed computation for 939 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:100 
Completed computation for 940 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:700 
Completed computation for 941 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:1000 
Completed computation for 942 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:100 
Completed computation for 943 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:400 
Completed computation for 944 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:500 
Completed computation for 945 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:600 
Completed computation for 946 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:1000 
Completed computation for 947 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:600 
Completed computation for 948 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:300 
Completed computation for 949 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:300 
Completed computation for 950 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:900 
Completed computation for 951 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:700 
Completed computation for 952 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:900 
Completed computation for 953 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:600 
Completed computation for 954 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:800 
Completed computation for 955 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:600 
Completed computation for 956 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:900 
Completed computation for 957 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:500 
Completed computation for 958 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:800 
Completed computation for 959 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:300 
Completed computation for 960 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:500 
Completed computation for 961 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:1000 
Completed computation for 962 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:100 
Completed computation for 963 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:600 
Completed computation for 964 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:500 
Completed computation for 965 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:400 
Completed computation for 966 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:300 
Completed computation for 967 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:1000 
Completed computation for 968 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:400 
Completed computation for 969 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:800 
Completed computation for 970 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:1000 
Completed computation for 971 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:500 
Completed computation for 972 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:300 
Completed computation for 973 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:300 
Completed computation for 974 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:100 
Completed computation for 975 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:400 
Completed computation for 976 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:700 
Completed computation for 977 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:200 
Completed computation for 978 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:500 
Completed computation for 979 (mu,gamma):(0.2, 0.8) model:Roofline P:8192 n:300 
Completed computation for 980 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:200 
Completed computation for 981 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:800 
Completed computation for 982 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:200 
Completed computation for 983 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:700 
Completed computation for 984 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:1000 
Completed computation for 985 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:700 
Completed computation for 986 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:100 
Completed computation for 987 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:100 
Completed computation for 988 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:500 
Completed computation for 989 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:800 
Completed computation for 990 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:400 
Completed computation for 991 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:400 
Completed computation for 992 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:600 
Completed computation for 993 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:500 
Completed computation for 994 (mu,gamma):(0.2, 0.8) model:Roofline P:2048 n:1000 
Completed computation for 995 (mu,gamma):(0.2, 0.8) model:Roofline P:1024 n:900 
Completed computation for 996 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:700 
Completed computation for 997 (mu,gamma):(0.2, 0.8) model:Roofline P:512 n:600 
Completed computation for 998 (mu,gamma):(0.2, 0.8) model:Roofline P:256 n:700 
Completed computation for 999 (mu,gamma):(0.2, 0.8) model:Roofline P:128 n:600 
Completed computation for 1000 (mu,gamma):(0.2, 0.8) model:Roofline P:4096 n:100 
4.292555767011104
4.292555767011104
[init 12/20] (0.2, 0.8) -> 4.29256 | best=2.23089 @ (0.4, 0.5)
Completed computation for 1 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:600 
Completed computation for 2 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:400 
Completed computation for 3 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:800 
Completed computation for 4 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:1000 
Completed computation for 5 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:600 
Completed computation for 6 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:900 
Completed computation for 7 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:100 
Completed computation for 8 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:300 
Completed computation for 9 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:200 
Completed computation for 10 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:400 
Completed computation for 11 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 12 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:500 
Completed computation for 13 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:600 
Completed computation for 14 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:900 
Completed computation for 15 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:700 
Completed computation for 16 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:1000 
Completed computation for 17 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:900 
Completed computation for 18 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:700 
Completed computation for 19 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:600 
Completed computation for 20 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:1000 
Completed computation for 21 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:200 
Completed computation for 22 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:800 
Completed computation for 23 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:200 
Completed computation for 24 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:800 
Completed computation for 25 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:100 
Completed computation for 26 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:100 
Completed computation for 27 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:900 
Completed computation for 28 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:800 
Completed computation for 29 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:100 
Completed computation for 30 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:700 
Completed computation for 31 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:300 
Completed computation for 32 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:600 
Completed computation for 33 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:200 
Completed computation for 34 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:300 
Completed computation for 35 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:900 
Completed computation for 36 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:900 
Completed computation for 37 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:100 
Completed computation for 38 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:700 
Completed computation for 39 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:400 
Completed computation for 40 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:700 
Completed computation for 41 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:400 
Completed computation for 42 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:500 
Completed computation for 43 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:900 
Completed computation for 44 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:500 
Completed computation for 45 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:300 
Completed computation for 46 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:800 
Completed computation for 47 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:800 
Completed computation for 48 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:800 
Completed computation for 49 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:500 
Completed computation for 50 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:700 
Completed computation for 51 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:800 
Completed computation for 52 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:100 
Completed computation for 53 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:600 
Completed computation for 54 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:800 
Completed computation for 55 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:300 
Completed computation for 56 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:100 
Completed computation for 57 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:600 
Completed computation for 58 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:900 
Completed computation for 59 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 60 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:300 
Completed computation for 61 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:500 
Completed computation for 62 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:700 
Completed computation for 63 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:500 
Completed computation for 64 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:700 
Completed computation for 65 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:800 
Completed computation for 66 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:300 
Completed computation for 67 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:200 
Completed computation for 68 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:500 
Completed computation for 69 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 70 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:900 
Completed computation for 71 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:300 
Completed computation for 72 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:400 
Completed computation for 73 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:900 
Completed computation for 74 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:400 
Completed computation for 75 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:600 
Completed computation for 76 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:400 
Completed computation for 77 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:700 
Completed computation for 78 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:500 
Completed computation for 79 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:900 
Completed computation for 80 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 81 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:600 
Completed computation for 82 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:900 
Completed computation for 83 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:700 
Completed computation for 84 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:300 
Completed computation for 85 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:700 
Completed computation for 86 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:100 
Completed computation for 87 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:500 
Completed computation for 88 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:600 
Completed computation for 89 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:500 
Completed computation for 90 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:400 
Completed computation for 91 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 92 (mu,gamma):(0.58, 0.1) model:Roofline P:128 n:600 
Completed computation for 93 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:800 
Completed computation for 94 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:200 
Completed computation for 95 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:400 
Completed computation for 96 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:300 
Completed computation for 97 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:800 
Completed computation for 98 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:100 
Completed computation for 99 (mu,gamma):(0.58, 0.1) model:Roofline P:2048 n:200 
Completed computation for 100 (mu,gamma):(0.58, 0.1) model:Roofline P:256 n:100 
Completed computation for 101 (mu,gamma):(0.58, 0.1) model:Roofline P:1024 n:700 
Completed computation for 102 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:800 
Completed computation for 103 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:800 
Completed computation for 104 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 105 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:700 
Completed computation for 106 (mu,gamma):(0.58, 0.1) model:Roofline P:8192 n:1000 
Completed computation for 107 (mu,gamma):(0.58, 0.1) model:Roofline P:4096 n:900 
Completed computation for 108 (mu,gamma):(0.58, 0.1) model:Roofline P:512 n:700 
